gvkey,datadate,fyearq,fqtr,tic,cusip,conm,curcdq,Current Assets Total - Q,Assets Total - Q,Common - Ordinary Equity Total - Q,Cash - Q,Long term debt total - Q,Current liabilities total - Q,Liabilities total - Q,Revenue total - Q,Sales total - Q,Working Capital - Q,R&D expense - Q,SG&A expense - Q,Capital expenditure - Y,Revenue total - Y,Sales total - Y,R&D expenditure - Y,SG&A expense - Y,sic,state
185836,20131231,2013,4,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,106.751,169.82,41.249,12.515,0.226,121.943,128.571,33.565,33.565,-15.192,4.836,25.008,12.794,85.551,85.551,21.56,84.068,2834,NJ
185836,20140331,2014,1,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,98.478,163.693,35.711,18.762,0,121.587,127.982,36.662,36.662,-23.109,5.204,27.793,3.808,36.662,36.662,5.204,27.793,2834,NJ
185836,20140630,2014,2,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,208.906,292.08,147.969,108.2,0,129.506,144.111,47.166,47.166,79.4,5.216,30.053,9.831,83.828,83.828,10.42,57.846,2834,NJ
185836,20140930,2014,3,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,199.24,305.394,155.072,17.756,0,135.223,150.322,52.048,52.048,64.017,4.424,32.641,14.777,135.876,135.876,14.844,90.487,2834,NJ
185836,20141231,2014,4,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,214.257,326.072,171.145,37.52,0,140.01,154.927,61.792,61.792,74.247,3.887,34.906,21.889,197.668,197.668,18.731,125.393,2834,NJ
185836,20150331,2015,1,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,219.75,335.03,184.021,40.897,0,136.453,151.009,58.316,58.316,83.297,5.967,37.395,9.237,58.316,58.316,5.967,37.395,2834,NJ
185836,20150630,2015,2,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,229.626,354.993,195.279,32.722,0,145.472,159.714,59.147,59.147,84.154,3.649,38.401,22.542,117.463,117.463,9.616,75.796,2834,NJ
185836,20150930,2015,3,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,233.1,368.988,209.013,30.522,0,145.411,159.975,62.213,62.213,87.689,5.893,41.203,32.146,179.676,179.676,15.509,116.999,2834,NJ
185836,20151231,2015,4,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,252.582,389.623,218.392,56.984,0,151.676,171.231,69.321,69.321,100.906,13.153,50.706,41.27,248.997,248.997,28.662,167.705,2834,NJ
185836,20160331,2016,1,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,248.625,391.206,226.17,35.029,0,146.139,165.036,65.474,65.474,102.486,9.493,47.45,7.053,65.474,65.474,9.493,47.45,2834,NJ
185836,20160630,2016,2,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,257.989,400.699,228.351,25.309,0,150.438,172.348,69.64,69.64,107.551,9.362,45.847,15.921,135.114,135.114,18.855,93.297,2834,NJ
185836,20160930,2016,3,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,235.444,381.153,214.148,24.442,0,146.831,167.005,68.355,68.355,88.613,9.754,46.19,19.827,203.469,203.469,28.609,139.487,2834,NJ
185836,20161231,2016,4,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,243.089,391.466,218.976,35.944,108.738,44.838,172.49,72.902,72.902,198.251,17.069,51.742,24.709,276.371,276.371,45.678,191.229,2834,NJ
185836,20170331,2017,1,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,447.964,599.962,270.633,108.97,265.992,45.648,329.329,69.283,69.283,402.316,16.632,58.752,3.616,69.283,69.283,16.632,58.752,2834,NJ
185836,20170630,2017,2,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,450.991,605.745,261.048,53.814,269.328,57.51,344.697,70.934,70.934,393.481,18.855,58.407,8.771,140.217,140.217,35.487,117.159,2834,NJ
185836,20170930,2017,3,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,365.835,606.09,264.8,26.216,272.721,52.337,341.29,67.335,67.335,313.498,11.775,52.419,14.19,207.552,207.552,47.262,169.578,2834,NJ
185836,20171231,2017,4,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,391.11,628.371,279.483,54.126,276.173,56.217,348.888,79.078,79.078,334.893,10.028,49.206,19.266,286.63,286.63,57.29,218.784,2834,NJ
185836,20180331,2018,1,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,418.734,622.037,278.521,41.563,279.685,48.368,343.516,74.607,74.607,370.366,14.378,58.569,5.184,74.607,74.607,14.378,58.569,2834,NJ
185836,20180630,2018,2,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,455.054,642.681,290.513,116.871,283.258,53.024,352.168,84.107,84.107,402.03,12.239,56.487,7.818,158.714,158.714,26.617,115.056,2834,NJ
185836,20180930,2018,3,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,472.049,659.045,301.266,230.941,286.893,54.523,357.779,83.449,83.449,417.526,14.897,59.077,12.271,242.163,242.163,41.514,174.133,2834,NJ
185836,20181231,2018,4,PCRX,695127100,PACIRA BIOSCIENCES INC,USD,477.969,689.353,321.226,132.526,290.592,60.661,368.127,95.114,95.114,417.308,14.174,58.82,14.514,337.277,337.277,55.688,232.953,2834,NJ
185908,20130331,2013,1,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,50.334,52.985,21.923,37.079,6.542,14.983,31.062,0.94,0.94,35.351,9.318,,0.052,0.94,0.94,9.318,,2834,CA
185908,20130630,2013,2,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,35.226,40.797,6.041,21.919,4.495,12.121,34.756,0.407,0.407,23.105,6.108,,0.153,1.347,1.347,15.426,,2834,CA
185908,20130930,2013,3,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,76.999,80.661,53.205,60.795,2.385,12.428,27.456,0.548,0.548,64.571,6.548,,1.366,1.895,1.895,21.974,,2834,CA
185908,20131231,2013,4,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,104.56,110.031,73.159,88.401,14.364,6.868,36.872,27.607,27.607,97.692,4.318,,3.287,29.502,29.502,26.292,,2834,CA
185908,20140331,2014,1,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,93.967,100.417,65.063,77.587,14.492,4.608,35.354,0.095,0.095,89.359,4.711,,1.143,0.095,0.095,4.711,,2834,CA
185908,20140630,2014,2,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,93.217,100.374,55.549,77.728,22.429,8.74,44.825,0.071,0.071,84.477,7.284,,1.959,0.166,0.166,11.995,,2834,CA
185908,20140930,2014,3,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,86.641,96.442,59.077,70.241,20.359,10.367,37.365,4.825,4.825,76.274,5.244,,4.756,4.991,4.991,17.239,,2834,CA
185908,20141231,2014,4,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,76.298,86.447,46.656,60.038,18.046,13.731,39.791,0.226,0.226,62.567,7.281,,5.505,5.217,5.217,24.52,,2834,CA
185908,20150331,2015,1,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,65.417,75.592,41.085,49.144,15.85,15.36,34.507,0.181,0.181,50.057,6.306,,0.516,0.181,0.181,6.306,,2834,CA
185908,20150630,2015,2,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,53.519,63.56,33.391,35.842,13.623,13.306,30.169,1.924,1.924,40.213,7.31,,0.894,2.105,2.105,13.616,,2834,CA
185908,20150930,2015,3,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,122.592,131.56,39.966,95.042,82.123,7.885,91.594,15.428,15.428,114.707,5.393,,1.122,17.533,17.533,19.009,,2834,CA
185908,20151231,2015,4,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,118.947,127.785,33.113,107.922,79.875,12.78,94.672,1.73,1.73,106.167,3.479,,1.456,19.263,19.263,22.488,,2834,CA
185908,20160331,2016,1,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,112.794,121.225,23.443,105.429,77.537,16.804,97.782,3.025,3.025,95.99,4.171,,0.19,3.025,3.025,4.171,,2834,CA
185908,20160630,2016,2,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,105.55,113.572,13.498,97.8,75.181,21.027,100.074,4.531,4.531,84.523,6.28,,0.308,7.556,7.556,10.451,,2834,CA
185908,20160930,2016,3,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,96.922,105.998,3.272,92.462,82.178,15.53,102.726,3.366,3.366,81.392,4.617,,1.881,10.922,10.922,15.068,,2834,CA
185908,20161231,2016,4,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,89.053,99.993,-5.337,80.31,90.86,10.191,105.33,6.435,6.435,78.862,6.334,,3.72,17.357,17.357,21.402,,2834,CA
185908,20170331,2017,1,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,77.971,88.444,-19.656,72.332,91.004,12.753,108.1,3.109,3.109,65.218,6.919,,0.536,3.109,3.109,6.919,,2834,CA
185908,20170630,2017,2,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,66.769,78.19,-31.624,62.148,92.322,13.561,109.814,2.659,2.659,53.208,4.901,,1.961,5.768,5.768,11.82,,2834,CA
185908,20170930,2017,3,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,71.071,82.743,-30.309,67.936,93.513,14.872,113.052,1.487,1.487,56.199,3.913,,2.495,7.255,7.255,15.733,,2834,CA
185908,20171231,2017,4,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,63.413,75.552,-36.509,52.902,94.353,13.66,112.061,0.74,0.74,49.753,3.676,,2.405,7.995,7.995,19.409,,2834,CA
185908,20180331,2018,1,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,53.658,65.813,-46.88,43.603,95.376,13.253,112.693,0.343,0.343,40.405,3.513,,0.208,0.343,0.343,3.513,,2834,CA
185908,20180630,2018,2,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,52.961,64.62,-48.966,33.273,96.434,13.213,113.586,0.818,0.818,39.748,3.278,,0.387,1.161,1.161,6.791,,2834,CA
185908,20180930,2018,3,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,66.004,77.744,-37.787,57.566,97.247,14.471,115.531,0.377,0.377,51.533,3.642,,0.573,1.538,1.538,10.433,,2834,CA
185908,20181231,2018,4,ACRX,00444T100,ACELRX PHARMACEUTICALS INC,USD,107.994,120.533,4.253,87.975,96.667,15.928,116.28,0.613,0.613,92.066,2.704,,0.819,2.151,2.151,13.137,,2834,CA
185943,20130331,2013,1,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,124.197,164.17,119.651,14.167,0.013,43.548,44.519,46.625,46.625,80.649,10.164,20.884,1.866,46.625,46.625,10.164,20.884,3674,CA
185943,20130630,2013,2,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,133.798,168.32,121.338,18.59,0.021,46.032,46.982,52.365,52.365,87.766,10.476,21.033,3.9,98.99,98.99,20.64,41.917,3674,CA
185943,20130930,2013,3,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,119.007,165.24,128.525,17.206,0.018,35.871,36.715,60.002,60.002,83.136,10.777,20.987,5.304,158.992,158.992,31.417,62.904,3674,CA
185943,20131231,2013,4,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,118.763,160.875,123.531,16.249,0,36.401,37.344,43.324,43.324,82.362,10.775,22.061,5.884,202.316,202.316,42.192,84.965,3674,CA
185943,20140331,2014,1,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,108.218,150.389,116.164,12.385,0,33.397,34.225,41.317,41.317,74.821,11.384,22.838,0.628,41.317,41.317,11.384,22.838,3674,CA
185943,20140630,2014,2,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,108.38,152.87,112.221,19.73,0,39.851,40.649,47.061,47.061,68.529,9.095,23.997,0.891,88.378,88.378,20.479,46.835,3674,CA
185943,20140930,2014,3,PSMI,71366R703,PEREGRINE SEMICONDUCTOR CORP,USD,101.235,152.489,113.605,18.041,0,36.423,38.884,43.122,43.122,64.812,9.251,20.343,2.527,131.5,131.5,29.73,67.178,3674,CA
185979,20130331,2012,4,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0,0,-0.07,0,0,0.07,0.07,0,0,-0.07,0,0.006,0,0,0,0,0.042,2834,CO
185979,20130630,2013,1,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0,0,-0.075,0,0,0.075,0.075,0,0,-0.075,,0.005,0,0,0,,0.005,2834,CO
185979,20130930,2013,2,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.003,0.003,-0.054,0.003,0,0.057,0.057,0,0,-0.054,,0.007,0,0,0,,0.012,2834,CO
185979,20131231,2013,3,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0,0,-0.055,0,0,0.055,0.055,0,0,-0.055,,0.003,0,0,0,,0.015,2834,CO
185979,20140331,2013,4,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0,0,-0.018,0,0,0.018,0.018,0,0,-0.018,0,0.005,0,0,0,0,0.02,2834,CO
185979,20140630,2014,1,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0,0,-0.024,0,0,0.024,0.024,0,0,-0.024,0,0.006,0,0,0,0,0.006,2834,CO
185979,20140930,2014,2,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0,0,-0.027,0,0,0.027,0.027,0,0,-0.027,0,0.048,0,0,0,0,0.054,2834,CO
185979,20141231,2014,3,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.001,0.001,-0.069,0.001,0,0.07,0.07,0,0,-0.069,0,0.042,0,0,0,0,0.096,2834,CO
185979,20150331,2014,4,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.031,0.082,-0.065,0.011,0,0.147,0.147,0.081,0.081,-0.116,0,0.045,0.001,0.081,0.081,0,0.141,2834,CO
185979,20150630,2015,1,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.03,0.081,0.013,0.011,0,0.068,0.068,0,0,-0.038,0.015,0.158,0,0,0,0.015,0.158,2834,CO
185979,20150930,2015,2,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.024,0.075,0.013,0.004,0,0.062,0.062,0,0,-0.038,0,0.048,0,0,0,0.015,0.206,2834,CO
185979,20151231,2015,3,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.035,0.036,-0.065,0.005,0,0.101,0.101,0,0,-0.066,0.004,1.998,0,0,0,0.019,2.204,2834,CO
185979,20160331,2015,4,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.03,0.031,-0.093,0.001,0,0.124,0.124,0,0,-0.094,0,0.105,0,0,0,0.019,2.309,2834,CO
185979,20160630,2016,1,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.03,0.031,-0.13,0,0,0.161,0.161,0,0,-0.131,0,0.037,0,0,0,0,0.037,2834,CO
185979,20160930,2016,2,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.03,0.03,-0.152,0,0,0.182,0.182,0,0,-0.152,0,0.067,0,0,0,0,0.104,2834,CO
185979,20161231,2016,3,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.19,0.401,-0.332,0.121,0.275,0.458,0.733,,,-0.268,0,,0,,,0,,2834,CO
185979,20170331,2016,4,GRSU,39530T202,GREENHOUSE SOLUTIONS INC,USD,0.032,0.033,-0.429,0.032,0,0.462,0.462,0,0,-0.43,0,0.131,0,0,0,0,0.235,2834,CO
186045,20130331,2013,1,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,164.394,186.815,143.926,28.118,0,42.883,42.889,60.211,60.211,121.511,4.261,13.128,0.092,60.211,60.211,4.261,13.128,2834,IL
186045,20130630,2013,2,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,165.324,234.242,156.043,43.994,14.24,50.896,78.199,59.591,59.591,114.428,4.48,12.56,0.111,119.802,119.802,8.741,25.688,2834,IL
186045,20130930,2013,3,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,240.037,309.444,230.939,45.937,14.314,54.339,78.505,60.842,60.842,185.698,6.888,15.971,0.783,180.644,180.644,15.629,41.659,2834,IL
186045,20131231,2013,4,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,235.791,310.208,236.026,42.332,0,63.524,74.182,64.106,64.106,172.267,4.646,14.814,1.103,244.75,244.75,20.275,56.473,2834,IL
186045,20140331,2014,1,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,227.052,301.414,242.071,25.738,0,48.838,59.343,70.869,70.869,178.214,4.02,14.033,0.556,70.869,70.869,4.02,14.033,2834,IL
186045,20140630,2014,2,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,233.298,308.443,246.624,47.831,0,51.245,61.819,69.194,69.194,182.053,10.037,20.732,1.82,140.063,140.063,14.057,34.765,2834,IL
186045,20140930,2014,3,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,239.77,316.565,249.75,136.28,0,64.834,66.815,65.359,65.359,174.936,3.677,14.591,2.875,205.422,205.422,17.734,49.356,2834,IL
186045,20141231,2014,4,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,198.518,381.488,275.752,55.633,1.945,85.551,105.736,84.361,84.361,112.967,9.075,20.68,4.242,289.783,289.783,26.809,70.036,2834,IL
186045,20150331,2015,1,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,205.538,379.226,268.106,49.35,1.702,93.106,111.12,82.645,82.645,112.432,5.315,18.44,2.24,82.645,82.645,5.315,18.44,2834,IL
186045,20150630,2015,2,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,206.378,383.505,279.197,50.945,1.693,86.181,104.308,77.345,77.345,120.197,5.419,16.829,3.193,159.99,159.99,10.734,35.269,2834,IL
186045,20150930,2015,3,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,185.574,359.609,272.819,25.85,1.5,70.571,86.79,75.198,75.198,115.003,7.924,19.325,5.057,235.188,235.188,18.658,54.544,2834,IL
186045,20151231,2015,4,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,191.592,349.732,251.093,28.962,1.623,83.655,98.639,83.108,83.108,107.937,10.487,24.532,6.711,318.296,318.296,29.145,79.076,2834,IL
186045,20160331,2016,1,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,177.424,345.968,253.451,12.504,2.799,76.027,92.517,67.795,67.795,101.397,6.757,18.881,2.339,67.795,67.795,6.757,18.881,2834,IL
186045,20160630,2016,2,SGNT,786692103,SAGENT PHARMACEUTICALS INC,USD,185.018,359.013,253.836,15.524,5.978,85.822,105.177,71.721,71.721,99.196,6.63,18.357,6.052,139.516,139.516,13.387,37.238,2834,IL
186159,20130331,2013,1,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,76.332,79.061,41.272,18.909,7.975,27.008,37.789,0.147,0.147,49.324,4.522,,0.372,0.147,0.147,4.522,,2834,MD
186159,20130630,2013,2,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,110.617,131.973,35.892,33.907,59.1,16.024,96.081,0.281,0.281,94.593,3.543,,1.037,0.428,0.428,8.065,,2834,MD
186159,20130930,2013,3,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,102.862,123.765,12.453,22.945,60.175,25.071,111.312,1.256,1.256,77.791,3.779,,1.414,1.684,1.684,11.844,,2834,MD
186159,20131231,2013,4,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,97.161,110.995,33.464,32.98,34.393,26.4,77.531,10.335,10.335,70.761,5.401,,1.646,12.019,12.019,17.245,,2834,MD
186159,20140331,2014,1,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,79.929,97.52,29.013,12.252,28.358,27.102,68.507,9.081,9.081,52.827,4.482,22.009,0.263,9.081,9.081,4.482,22.009,2834,MD
186159,20140630,2014,2,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,71.981,94.19,33.369,11.956,28.671,19.187,60.821,29.675,29.675,52.794,4.677,24.259,0.381,38.756,38.756,9.159,46.268,2834,MD
186159,20140930,2014,3,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,102.968,126.325,66.119,37.78,26.497,22.126,60.206,22.687,22.687,80.842,4.657,22.102,0.475,61.443,61.443,13.816,68.37,2834,MD
186159,20141231,2014,4,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,108.892,137.508,71.354,36.396,26.947,27.493,66.154,31.235,31.235,81.399,5.77,23.828,0.593,92.678,92.678,19.586,92.198,2834,MD
186159,20150331,2015,1,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,101.505,139.637,94.584,25.81,11.708,26.855,45.053,28.738,28.738,74.65,3.683,23.086,0.189,28.738,28.738,3.683,23.086,2834,MD
186159,20150630,2015,2,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,105.74,154.168,102.365,33.11,8.762,36.414,51.803,35.678,35.678,69.326,6.878,30.071,0.777,64.416,64.416,10.561,53.157,2834,MD
186159,20150930,2015,3,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,102.515,166.641,78.587,25.641,38.226,43.69,88.054,39.362,39.362,58.825,9.129,32.029,1.24,103.778,103.778,19.69,85.186,2834,MD
186159,20151231,2015,4,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,105.946,188.626,88.007,33.498,37.116,56.934,100.619,43.687,43.687,49.012,9.445,33.012,2.104,147.465,147.465,29.135,118.198,2834,MD
186159,20160331,2016,1,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,93.955,194.474,97.109,19.83,35.248,55.533,97.365,44.194,44.194,38.422,10.562,35.722,0.279,44.194,44.194,10.562,35.722,2834,MD
186159,20160630,2016,2,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,114.14,218.633,110.225,36.156,34.554,67.514,108.408,51.625,51.625,46.626,11.109,37.23,0.903,95.819,95.819,21.671,72.952,2834,MD
186159,20160930,2016,3,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,138.203,285.116,173.371,54.305,34.058,71.647,111.745,56.81,56.81,66.556,7.868,33.543,1.302,152.629,152.629,29.539,106.495,2834,MD
186159,20161231,2016,4,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,151.404,309.568,191.755,66.398,31.454,80.742,117.813,62.374,62.374,70.662,13.252,42.306,1.603,215.003,215.003,42.791,148.801,2834,MD
186159,20170331,2017,1,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,149.757,322.256,206.064,59.599,28.865,82.003,116.192,57.576,57.576,67.754,9.601,,0.3,57.576,57.576,9.601,,2834,MD
186159,20170630,2017,2,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,165.492,346.37,229.397,61.737,25.656,85.524,116.973,75.829,75.829,79.968,10.824,,0.852,133.405,133.405,20.425,,2834,MD
186159,20170930,2017,3,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,191.33,385.478,251.663,81.924,22.702,104.956,133.815,80.398,80.398,86.374,12.98,,1.273,213.803,213.803,33.405,,2834,MD
186159,20171231,2017,4,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,228.451,424.464,267.48,100.304,22.258,123,156.984,88.435,88.435,105.451,16.172,,2.029,302.238,302.238,49.577,,2834,MD
186159,20180331,2018,1,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,583.246,825.16,351.869,444.14,342.595,119.088,473.291,90.429,90.429,464.158,18.908,55.757,0.253,90.429,90.429,18.908,55.757,2834,MD
186159,20180630,2018,2,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,284.516,852.799,390.492,35.205,345.787,103.934,462.307,99.538,99.538,180.582,20.038,60.135,0.557,189.967,189.967,38.946,115.892,2834,MD
186159,20180930,2018,3,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,390.557,922.512,421.936,123.818,348.971,138.346,500.576,102.996,102.996,252.211,20.422,61.314,0.748,292.963,292.963,59.368,177.206,2834,MD
186159,20181231,2018,4,SUPN,868459108,SUPERNUS PHARMACEUTICALS INC,USD,493.487,977.811,453.023,192.248,352.037,161.353,524.788,115.934,115.934,332.134,29.841,57.891,0.844,408.897,408.897,89.209,235.097,2834,MD
186171,20130531,2013,1,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,,,,,,,,0,0,,0,0,,0,0,0,0,2834,CO
186171,20130831,2013,2,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,,,,,,,,0,0,,0,0,,0,0,0,0,2834,CO
186171,20131130,2013,3,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,,,,,,,,0,0,,0,0,,0,0,0,0,2834,CO
186171,20140228,2013,4,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,0.006,0.006,-0.004,0.006,0,0.01,0.01,0,0,-0.004,0,0,0,0,0,0,0,2834,CO
186171,20140531,2014,1,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,0.156,13.329,13.245,0.003,0,0.084,0.084,0,0,0.072,0.015,0.225,0,0,0,0.015,0.225,2834,CO
186171,20140831,2014,2,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,0.301,13.474,13.031,0.082,0.161,0.282,0.443,0.003,0.003,0.019,0,0.285,0,0.003,0.003,0.015,0.51,2834,CO
186171,20141130,2014,3,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,0.54,13.063,12.738,0.043,0.168,0.157,0.325,0.018,0.018,0.383,0.065,0.55,0,0.021,0.021,0.08,1.06,2834,CO
186171,20150228,2014,4,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,1.623,8.946,7.345,0.009,1.298,0.303,1.601,0.003,0.003,1.32,0.004,0.456,0,0.024,0.024,0.084,1.516,2834,CO
186171,20150531,2015,1,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,1.551,8.657,6.866,0.005,1.365,0.426,1.791,0.002,0.002,1.125,0,0.199,0,0.002,0.002,0,0.199,2834,CO
186171,20150831,2015,2,MJMD.1,58499A939,MEDIJANE HOLDINGS INC -OLD,USD,1.485,8.373,6.259,0,0,2.114,2.114,0.018,0.018,-0.629,0,0.167,0,0.02,0.02,0,0.366,2834,CO
186525,20130331,2013,1,TRGM,876140104,TARGETED MEDICAL PHARMA INC,USD,2.875,12.225,-1.981,0.058,0.366,12.737,14.206,2.812,2.812,-9.862,0.032,2.422,0.011,2.812,2.812,0.032,2.422,2834,CA
186525,20130630,2013,2,TRGM,876140104,TARGETED MEDICAL PHARMA INC,USD,2.364,5.067,-7.671,0.026,0.2,12.538,12.738,1.917,1.917,-10.174,0.034,2.999,0.023,4.729,4.729,0.066,5.421,2834,CA
186525,20130930,2013,3,TRGM,876140104,TARGETED MEDICAL PHARMA INC,USD,2.445,4.931,-9.091,0.168,0,14.022,14.022,2.194,2.194,-11.577,0.104,3.066,0.028,6.923,6.923,0.17,8.487,2834,CA
186525,20131231,2013,4,TRGM,876140104,TARGETED MEDICAL PHARMA INC,USD,2.63,4.998,-7.018,0.492,0.755,11.261,12.016,2.633,2.633,-8.631,0.059,1.921,0.038,9.556,9.556,0.229,10.408,2834,CA
186525,20140331,2014,1,TRGM,876140104,TARGETED MEDICAL PHARMA INC,USD,2.316,4.58,-7.524,0.093,0.376,11.728,12.104,1.801,1.801,-9.412,0.058,1.952,0,1.801,1.801,0.058,1.952,2834,CA
