gvkey,fyear,fyend,date,comnam,sic,ret,vwretd,sprtrn
001327,2018,9,31oct2017,SKYWORKS SOLUTIONS INC,3674,.1173699572682381,.01928174,.02218818
001327,2018,9,30nov2017,SKYWORKS SOLUTIONS INC,3674,-.077287919819355,.02730906,.0280826
001327,2018,9,29dec2017,SKYWORKS SOLUTIONS INC,3674,-.0934695526957512,.01217342,.009831619
001327,2018,9,31jan2018,SKYWORKS SOLUTIONS INC,3674,.0238020252436399,.05065686,.05617873
001327,2018,9,28feb2018,SKYWORKS SOLUTIONS INC,3674,.1271474212408066,-.03946393,-.03894738
001327,2018,9,29mar2018,SKYWORKS SOLUTIONS INC,3674,-.0822883099317551,-.01843439,-.02688451
001327,2018,9,30apr2018,SKYWORKS SOLUTIONS INC,3674,-.1346499025821686,.004768502,.002718801
001327,2018,9,31may2018,SKYWORKS SOLUTIONS INC,3674,.1402719914913177,.02616928,.02160835
001327,2018,9,29jun2018,SKYWORKS SOLUTIONS INC,3674,-.0198762714862823,.005334684,.0048424
001327,2018,9,31jul2018,SKYWORKS SOLUTIONS INC,3674,-.0214174818247557,.03160318,.03602159
001327,2018,9,31aug2018,SKYWORKS SOLUTIONS INC,3674,-.0306618604809046,.030221,.03026322
001327,2018,9,28sep2018,SKYWORKS SOLUTIONS INC,3674,-.0064622554928064,.0004459018,.004294301
001632,2013,10,30nov2012,ANALOG DEVICES INC,3674,.0377977900207043,.006192178,.002846703
001632,2013,10,31dec2012,ANALOG DEVICES INC,3674,.0433498285710812,.01252873,.00706831
001632,2013,10,31jan2013,ANALOG DEVICES INC,3674,.0375653356313705,.05414457,.05042806
001632,2013,10,28feb2013,ANALOG DEVICES INC,3674,.043996375054121,.008340364,.0110606
001632,2013,10,28mar2013,ANALOG DEVICES INC,3674,.0280849281698465,.03529375,.0359878
001632,2013,10,30apr2013,ANALOG DEVICES INC,3674,-.0537750050425529,.01494684,.01808576
001632,2013,10,31may2013,ANALOG DEVICES INC,3674,.0518299266695976,.01907392,.02076278
001632,2013,10,28jun2013,ANALOG DEVICES INC,3674,-.0189418438822031,-.01503552,-.01499933
001632,2013,10,31jul2013,ANALOG DEVICES INC,3674,.095872163772583,.05271696,.04946211
001632,2013,10,30aug2013,ANALOG DEVICES INC,3674,-.0558931194245815,-.02572692,-.03129801
001632,2013,10,30sep2013,ANALOG DEVICES INC,3674,.0166378673166037,.03747036,.02974948
001632,2013,10,31oct2013,ANALOG DEVICES INC,3674,.0478214658796787,.03989509,.04459576
001632,2014,10,29nov2013,ANALOG DEVICES INC,3674,-.021906653419137,.02496603,.02804946
001632,2014,10,31dec2013,ANALOG DEVICES INC,3674,.0632517412304878,.02613987,.02356283
001632,2014,10,31jan2014,ANALOG DEVICES INC,3674,-.0522285439074039,-.0299865,-.0355829
001632,2014,10,28feb2014,ANALOG DEVICES INC,3674,.0604930445551872,.04618626,.04311704
001632,2014,10,31mar2014,ANALOG DEVICES INC,3674,.0456513129174709,.004501169,.006932158
001632,2014,10,30apr2014,ANALOG DEVICES INC,3674,-.0348136723041534,.001670388,.006200797
001632,2014,10,30may2014,ANALOG DEVICES INC,3674,.0284655895084143,.0202225,.02103028
001632,2014,10,30jun2014,ANALOG DEVICES INC,3674,.0322641953825951,.02796136,.01905831
001632,2014,10,31jul2014,ANALOG DEVICES INC,3674,-.0821157544851303,-.02053673,-.01507986
001632,2014,10,29aug2014,ANALOG DEVICES INC,3674,.03002212010324,.04020714,.03765532
001632,2014,10,30sep2014,ANALOG DEVICES INC,3674,-.0246478337794542,-.02513202,-.01551386
001632,2014,10,31oct2014,ANALOG DEVICES INC,3674,.002626737812534,.02119622,.02320146
001632,2015,10,28nov2014,ANALOG DEVICES INC,3674,.1011688932776451,.02115908,.02453358
001632,2015,10,31dec2014,ANALOG DEVICES INC,3674,.0228770337998867,-.00362207,-.004188512
001632,2015,10,30jan2015,ANALOG DEVICES INC,3674,-.0615093819797039,-.02720094,-.03104085
001632,2015,10,27feb2015,ANALOG DEVICES INC,3674,.1311774551868439,.05602062,.05489251
001632,2015,10,31mar2015,ANALOG DEVICES INC,3674,.0761872082948685,-.0104534,-.01739606
001632,2015,10,30apr2015,ANALOG DEVICES INC,3674,-.018412696197629,.008715708,.008520762
001632,2015,10,29may2015,ANALOG DEVICES INC,3674,.1054333597421646,.01034533,.01049144
001632,2015,10,30jun2015,ANALOG DEVICES INC,3674,-.0555474050343037,-.01926209,-.02101177
001632,2015,10,31jul2015,ANALOG DEVICES INC,3674,-.0912206247448921,.01211286,.01974204
001632,2015,10,31aug2015,ANALOG DEVICES INC,3674,-.0354877635836601,-.06004574,-.0625808
001632,2015,10,30sep2015,ANALOG DEVICES INC,3674,.0098460298031569,-.03376905,-.02644282
001632,2015,10,30oct2015,ANALOG DEVICES INC,3674,.0657684653997421,.07402217,.08298308
001632,2016,10,30nov2015,ANALOG DEVICES INC,3674,.0251164697110653,.002448751,.000504963
001632,2016,10,31dec2015,ANALOG DEVICES INC,3674,-.095894880592823,-.02228775,-.0175302
001632,2016,10,29jan2016,ANALOG DEVICES INC,3674,-.0263918861746788,-.05709377,-.05073534
001632,2016,10,29feb2016,ANALOG DEVICES INC,3674,-.0083549749106169,.0006867422,-.004128355
001632,2016,10,31mar2016,ANALOG DEVICES INC,3674,.1170031502842903,.07051735,.06599111
001632,2016,10,29apr2016,ANALOG DEVICES INC,3674,-.0484879016876221,.01181701,.00269937
001632,2016,10,31may2016,ANALOG DEVICES INC,3674,.0461647771298885,.01431573,.01532949
001632,2016,10,30jun2016,ANALOG DEVICES INC,3674,-.0317948833107948,.003110331,.0009060735
001632,2016,10,29jul2016,ANALOG DEVICES INC,3674,.1269421279430389,.03877529,.03560981
001632,2016,10,31aug2016,ANALOG DEVICES INC,3674,-.0133166294544935,.002788718,-.001219176
001632,2016,10,30sep2016,ANALOG DEVICES INC,3674,.0302109252661467,.003016973,-.001234483
001632,2016,10,31oct2016,ANALOG DEVICES INC,3674,-.0054305428639054,-.0215942,-.01942562
001632,2017,10,30nov2016,ANALOG DEVICES INC,3674,.1647425889968872,.04049072,.03417445
